player_id,full_name,first_name,last_name,team,position,weight,status,search_full_name,number,birth_date,height,espn_id,years_exp,yahoo_id,search_rank,college,rotowire_id,age,active,fantasy_data_id,injury_status,rotoworld_id,swish_id,stats_id,injury_body_part,practice_participation
6588,Tom Kennedy,Tom,Kennedy,DET,WR,195,Active,tomkennedy,85,1996-07-29,70,3126997,3,32561,9999999,Bryant University,14246,26,TRUE,21556,NA,NA,837087,837087,NA,NA
1338,Matt Barkley,Matt,Barkley,BUF,QB,234,Active,mattbarkley,11,1990-09-08,74,15948,9,26721,560,USC,8004,31,TRUE,14855,NA,7421,494493,494493,NA,NA
4234,Noah Brown,Noah,Brown,DAL,WR,225,Active,noahbrown,85,1996-01-06,74,3121409,5,30352,555,Ohio State,11849,26,TRUE,19080,NA,NA,836103,836103,NA,NA
6662,Parker Hesse,Parker,Hesse,ATL,TE,261,Active,parkerhesse,46,1995-05-26,75,3144991,3,32588,9999999,Iowa,14295,27,TRUE,21569,NA,NA,846264,846264,NA,NA
7585,Davis Mills,Davis,Mills,HOU,QB,225,Active,davismills,10,1998-10-21,76,NA,1,NA,192,Stanford,15542,23,TRUE,NA,NA,NA,1060311,NA,NA,NA
2152,Teddy Bridgewater,Teddy,Bridgewater,MIA,QB,212,Active,teddybridgewater,5,1992-11-10,74,16728,8,27560,545,Louisville,9245,29,TRUE,16497,NA,9274,592195,592195,NA,NA
7560,Pooka Williams,Pooka,Williams,CIN,RB,177,Active,pookawilliams,12,1999-06-19,69,NA,1,NA,369,Kansas,15223,23,TRUE,NA,NA,NA,1124459,NA,NA,NA
8232,Jaquarii Roberson,Jaquarii,Roberson,DAL,WR,186,Active,jaquariiroberson,6,1998-07-28,73,NA,0,NA,9999999,Wake Forest,15823,24,TRUE,NA,NA,NA,977404,NA,NA,NA
7938,Hunter Kampmoyer,Hunter,Kampmoyer,LAC,TE,243,Active,hunterkampmoyer,87,1998-02-06,76,NA,1,NA,305,Oregon,15765,24,TRUE,NA,NA,NA,910567,NA,NA,NA
8475,Montrell Washington,Montrell,Washington,DEN,WR,170,Active,montrellwashington,12,1999-03-14,70,NA,0,NA,624,Samford,16272,23,TRUE,NA,NA,NA,1060650,NA,NA,NA
8421,Mike Harley,Mike,Harley,CLE,WR,180,Active,mikeharley,82,NA,70,NA,0,NA,9999999,Miami (FL),16525,NA,TRUE,NA,NA,NA,1051985,NA,NA,NA
5965,Miles Boykin,Miles,Boykin,PIT,WR,220,Active,milesboykin,13,1996-10-12,76,3932423,3,31925,9999999,Notre Dame,13553,25,TRUE,21037,NA,14013,884553,884553,NA,NA
6247,Jason Moore,Jason,Moore,LAC,WR,215,Active,jasonmoore,11,1995-06-23,75,4069806,3,32547,9999999,Findlay,13999,27,TRUE,21178,Questionable,NA,1166990,1166990,NA,NA
8800,Malik Davis,Malik,Davis,DAL,RB,207,Active,malikdavis,34,NA,70,NA,0,NA,646,Florida,15828,NA,TRUE,NA,NA,NA,975028,NA,NA,NA
8116,Pierre Strong,Pierre,Strong,NE,RB,205,Active,pierrestrong,35,1998-12-10,71,NA,0,NA,288,South Dakota State,16102,23,TRUE,NA,NA,NA,1050335,NA,NA,NA
5850,Josh Jacobs,Josh,Jacobs,LV,RB,220,Active,joshjacobs,28,1998-02-11,70,4047365,3,31856,47,Alabama,13582,24,TRUE,20824,NA,14026,944416,944416,NA,NA
5026,Tre'Quan Smith,Tre'Quan,Smith,NO,WR,210,Active,trequansmith,10,1996-01-07,74,3128451,4,31061,9999999,UCF,12567,26,TRUE,19897,NA,13196,838415,838415,NA,NA
4663,Austin Ekeler,Austin,Ekeler,LAC,RB,200,Active,austinekeler,30,1995-05-17,70,3068267,5,30423,5,Western Colorado,12401,27,TRUE,19562,NA,12563,790004,790004,NA,NA
1479,Keenan Allen,Keenan,Allen,LAC,WR,211,Active,keenanallen,13,1992-04-27,74,15818,9,26699,29,California,8627,30,TRUE,15076,NA,8379,557210,557210,NA,NA
8201,Jack Coan,Jack,Coan,IND,QB,223,Active,jackcoan,3,1998-12-09,75,NA,0,NA,652,Notre Dame,15968,23,TRUE,NA,NA,NA,976563,NA,NA,NA
4189,Eric Saubert,Eric,Saubert,DEN,TE,253,Active,ericsaubert,82,1994-05-01,77,2975863,5,30287,9999999,Drake,11897,28,TRUE,19035,NA,NA,694931,694931,NA,NA
8181,Connor Heyward,Connor,Heyward,PIT,TE,230,Active,connorheyward,83,1999-01-22,72,NA,0,NA,619,Michigan State,15916,23,TRUE,NA,NA,NA,1057457,NA,NA,NA
8757,Rodney Williams,Rodney,Williams,DEN,TE,235,Active,rodneywilliams,86,1998-04-08,76,NA,0,NA,9999999,Tennessee-Martin,16480,24,TRUE,NA,NA,NA,948705,NA,NA,NA
8732,Raleigh Webb,Raleigh,Webb,BAL,WR,204,Active,raleighwebb,11,NA,74,NA,0,NA,9999999,The Citadel,16439,NA,TRUE,NA,NA,NA,921965,NA,NA,NA
5127,Kyle Allen,Kyle,Allen,HOU,QB,210,Active,kyleallen,3,1996-03-08,75,3115293,4,31301,9999999,Houston,12623,26,TRUE,20053,Questionable,13495,822350,822350,NA,NA
6744,Greg Ward,Greg,Ward,PHI,WR,190,Active,gregward,84,1995-07-12,71,3040035,5,30715,9999999,Houston,11883,27,TRUE,19705,Questionable,12815,741292,741292,NA,NA
3297,Tajae Sharpe,Tajae,Sharpe,CHI,WR,194,Active,tajaesharpe,88,1994-12-23,74,2982828,6,29374,9999999,UMass,11003,27,TRUE,18058,NA,11325,703270,703270,NA,NA
7526,Jaylen Waddle,Jaylen,Waddle,MIA,WR,182,Active,jaylenwaddle,17,1998-11-25,70,NA,1,NA,33,Alabama,15404,23,TRUE,NA,NA,NA,1125749,NA,NA,NA
8863,Kaylon Geiger,Kaylon,Geiger,TB,WR,180,Active,kaylongeiger,80,NA,70,NA,0,NA,9999999,Texas Tech,16538,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
1979,Blake Bortles,Blake,Bortles,NO,QB,236,Active,blakebortles,6,1992-04-28,77,16724,8,27531,9999999,UCF,9277,29,TRUE,16245,NA,9320,562537,562537,NA,NA
6165,Antoine Wesley,Antoine,Wesley,ARI,WR,206,Active,antoinewesley,13,1997-10-22,76,4043161,3,32317,9999999,Texas Tech,13447,24,TRUE,20979,Questionable,NA,924946,924946,NA,NA
8137,George Pickens,George,Pickens,PIT,WR,200,Active,georgepickens,14,2001-03-04,75,NA,0,NA,143,Georgia,15853,21,TRUE,NA,NA,NA,1172053,NA,NA,NA
5100,Jordan Wilkins,Jordan,Wilkins,TEN,RB,212,Active,jordanwilkins,20,1994-07-18,73,3051891,4,31139,9999999,Ole Miss,12942,28,TRUE,19979,NA,13276,749205,749205,NA,NA
2545,Geoff Swaim,Geoff,Swaim,TEN,TE,260,Active,geoffswaim,87,1993-09-16,76,3046704,7,28634,9999999,Texas,10507,28,TRUE,17005,NA,10617,728021,728021,NA,NA
4454,Kendrick Bourne,Kendrick,Bourne,NE,WR,190,Active,kendrickbourne,84,1995-08-04,73,3045523,5,30551,218,Eastern Washington,11847,27,TRUE,19318,NA,12677,754412,754412,NA,NA
7021,Rico Dowdle,Rico,Dowdle,DAL,RB,215,Active,ricodowdle,23,1998-06-14,72,4038815,2,33100,9999999,South Carolina,14657,24,TRUE,21952,Questionable,NA,933480,NA,NA,NA
4985,Rashaad Penny,Rashaad,Penny,SEA,RB,220,Active,rashaadpenny,20,1996-02-02,71,3139925,4,30997,91,San Diego State,12830,26,TRUE,19799,Questionable,13143,840691,840691,NA,NA
8250,Tay Martin,Tay,Martin,SF,WR,185,Active,taymartin,83,1997-12-14,75,NA,0,NA,9999999,Oklahoma State,15918,24,TRUE,NA,NA,NA,1065052,NA,NA,NA
5289,Cameron Batson,Cameron,Batson,ATL,WR,175,Active,cameronbatson,16,1995-12-20,68,3139456,4,31623,9999999,Texas Tech,13206,26,TRUE,20372,NA,NA,839009,839009,NA,NA
2133,Davante Adams,Davante,Adams,LV,WR,215,Active,davanteadams,17,1992-12-24,73,16800,8,27581,11,Fresno State,9455,29,TRUE,16470,NA,9273,611417,611417,NA,NA
6866,KJ Hill,KJ,Hill,LAC,WR,196,Active,kjhill,84,1997-09-15,72,3915522,2,32890,545,Ohio State,14414,24,TRUE,21758,NA,NA,878782,NA,NA,NA
7547,Amon-Ra St. Brown,Amon-Ra,St. Brown,DET,WR,202,Active,amonrastbrown,14,1999-10-24,72,NA,1,NA,65,USC,15332,22,TRUE,NA,NA,NA,1127106,NA,NA,NA
956,Mark Ingram,Mark,Ingram,NO,RB,215,Active,markingram,5,1989-12-21,69,13981,11,24815,159,Alabama,7244,32,TRUE,13337,NA,6471,456613,456613,NA,NA
6790,D'Andre Swift,D'Andre,Swift,DET,RB,208,Active,dandreswift,32,1999-01-14,69,4259545,2,32705,13,Georgia,14394,23,TRUE,21684,NA,NA,1069808,NA,NA,NA
1817,Sammy Watkins,Sammy,Watkins,GB,WR,211,Active,sammywatkins,11,1993-06-14,73,16725,8,27532,181,Clemson,9249,29,TRUE,16003,NA,9388,602118,602118,NA,NA
7565,Terrace Marshall,Terrace,Marshall,CAR,WR,200,Active,terracemarshall,88,2000-06-09,74,NA,1,NA,238,LSU,15214,22,TRUE,NA,Questionable,NA,1109285,NA,NA,NA
7903,Briley Moore,Briley,Moore,TEN,TE,240,Active,brileymoore,82,1998-01-13,76,NA,1,NA,9999999,Kansas State,15561,24,TRUE,NA,NA,NA,921082,NA,NA,NA
7751,Dax Milne,Dax,Milne,WAS,WR,190,Active,daxmilne,15,1999-06-23,72,NA,1,NA,427,BYU,15569,23,TRUE,NA,NA,NA,1131214,NA,NA,NA
8168,Skyy Moore,Skyy,Moore,KC,WR,195,Active,skyymoore,24,2000-09-10,70,NA,0,NA,110,Western Michigan,16005,21,TRUE,NA,NA,NA,1176730,NA,NA,NA
5962,KeeSean Johnson,KeeSean,Johnson,SF,WR,201,Active,keeseanjohnson,13,1996-10-09,73,3124537,3,32006,9999999,Fresno State,13628,25,TRUE,20835,NA,14195,838443,838443,NA,NA
5121,Braxton Berrios,Braxton,Berrios,NYJ,WR,190,Active,braxtonberrios,10,1995-10-06,69,3123075,4,31180,293,Miami (FL),12771,26,TRUE,20038,NA,13308,820866,820866,NA,NA
LAR,Los Angeles Rams,Los Angeles,Rams,LAR,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
5257,Tim Boyle,Tim,Boyle,DET,QB,225,Active,timboyle,12,1994-10-03,76,3045169,4,31431,657,Eastern Kentucky,13109,27,TRUE,20283,NA,NA,741447,741447,NA,NA
3242,Kenyan Drake,Kenyan,Drake,LV,RB,211,Active,kenyandrake,23,1994-01-26,73,2979843,6,29307,226,Alabama,11002,28,TRUE,18003,NA,11263,694588,694588,NA,NA
6308,Ian Bunting,Ian,Bunting,DAL,TE,255,Active,ianbunting,89,1996-02-10,79,3115981,3,32250,9999999,California,14132,26,TRUE,21208,Questionable,NA,830692,830692,NA,NA
8721,De'Montre Tuggle,De'Montre,Tuggle,CHI,RB,206,Active,demontretuggle,30,1999-03-29,68,NA,0,NA,585,Ohio,16462,23,TRUE,NA,NA,NA,1174038,NA,NA,NA
7279,DeMichael Harris,DeMichael,Harris,IND,WR,178,Active,demichaelharris,12,1998-07-12,68,4374496,2,33215,9999999,Southern Miss,15020,24,TRUE,22276,NA,NA,1130881,NA,NA,NA
4435,Anthony Firkser,Anthony,Firkser,ATL,TE,241,Active,anthonyfirkser,86,1995-02-19,74,3049698,5,30571,9999999,Harvard,12235,27,TRUE,19296,NA,NA,767297,767297,NA,NA
8579,Brandon Peters,Brandon,Peters,LAC,QB,228,Active,brandonpeters,1,1997-10-15,76,NA,0,NA,368,Illinois,16318,24,TRUE,NA,NA,NA,910977,NA,NA,NA
4160,Josh Malone,Josh,Malone,TEN,WR,205,Active,joshmalone,86,1996-03-21,75,3115330,5,30241,9999999,Tennessee,11697,26,TRUE,19006,NA,NA,820522,820522,NA,NA
5570,Chad Beebe,Chad,Beebe,HOU,WR,187,Active,chadbeebe,86,1994-06-01,70,3047968,4,31508,9999999,Northern Illinois,13164,28,TRUE,20582,NA,NA,746577,746577,NA,NA
2161,Jerick McKinnon,Jerick,McKinnon,KC,RB,209,Active,jerickmckinnon,1,1992-05-03,69,16782,8,27624,256,Georgia Southern,9529,30,TRUE,16510,NA,9651,563824,563824,NA,NA
4995,Ian Thomas,Ian,Thomas,CAR,TE,260,Active,ianthomas,80,1996-06-06,76,4045305,4,31071,9999999,Indiana,12858,26,TRUE,19910,Questionable,13163,943093,943093,NA,NA
8151,Kenneth Walker,Kenneth,Walker,SEA,RB,211,Active,kennethwalker,9,2000-10-20,69,NA,0,NA,65,Michigan State,15909,21,TRUE,NA,NA,NA,1164402,NA,NA,NA
8632,JaVonta Payton,JaVonta,Payton,ARI,WR,175,Active,javontapayton,32,1998-10-07,72,NA,0,NA,9999999,Tennessee,15845,23,TRUE,NA,NA,NA,1175576,NA,NA,NA
6334,Damarea Crockett,Damarea,Crockett,DEN,RB,225,Inactive,damareacrockett,28,1997-12-22,71,4035102,3,32502,9999999,Missouri,13559,24,TRUE,21240,IR,NA,920072,920072,NA,NA
5906,Dawson Knox,Dawson,Knox,BUF,TE,254,Active,dawsonknox,88,1996-11-14,76,3930086,3,31928,92,Ole Miss,13466,25,TRUE,20850,NA,13953,884083,884083,NA,NA
6234,Deonte Harty,Deonte,Harty,NO,WR,170,Active,deonteharty,11,1997-12-04,66,4411193,3,32398,539,Assumption,14191,24,TRUE,21163,NA,NA,1166545,1166545,NA,NA
7080,Omar Bayless,Omar,Bayless,KC,WR,210,Active,omarbayless,85,1996-12-15,73,3917166,2,33132,695,Arkansas State,14585,25,TRUE,21963,NA,NA,874368,NA,NA,NA
7757,Ben Skowronek,Ben,Skowronek,LAR,WR,224,Active,benskowronek,18,1997-06-27,75,NA,1,NA,440,Notre Dame,15467,25,TRUE,NA,NA,NA,920944,NA,NA,NA
5744,Eldridge Massington,Eldridge,Massington,NO,WR,210,Active,eldridgemassington,86,1995-01-26,"6'2""",3047578,1,31740,1123,UCLA,13346,24,TRUE,20653,NA,NA,NA,733071,NA,NA
8157,Bailey Zappe,Bailey,Zappe,NE,QB,220,Active,baileyzappe,4,1999-04-26,73,NA,0,NA,572,Western Kentucky,15975,23,TRUE,NA,NA,NA,1058090,NA,NA,NA
4197,Isaiah McKenzie,Isaiah,McKenzie,BUF,WR,173,Active,isaiahmckenzie,6,1995-04-09,68,3128724,5,30285,210,Georgia,11866,27,TRUE,19043,NA,12380,823040,823040,NA,NA
6144,Trayveon Williams,Trayveon,Williams,CIN,RB,206,Active,trayveonwilliams,32,1997-10-18,68,4035222,3,32014,9999999,Texas A&M,13548,24,TRUE,20990,NA,14042,910605,910605,NA,NA
8018,Shaun Beyer,Shaun,Beyer,MIN,TE,248,Active,shaunbeyer,49,1996-11-11,77,NA,1,NA,9999999,Iowa,15564,25,TRUE,NA,NA,NA,923897,NA,NA,NA
6453,D.J. Montgomery,D.J.,Montgomery,IND,WR,201,Active,djmontgomery,8,1996-11-17,73,4249030,3,32283,9999999,Austin Peay,14129,25,TRUE,21473,NA,NA,1063397,1063397,NA,NA
3668,Joshua Perkins,Joshua,Perkins,NYJ,TE,223,Active,joshuaperkins,89,1993-08-05,75,2578377,6,29654,9999999,Washington,11317,28,TRUE,18468,NA,NA,NA,608012,NA,NA
PIT,Pittsburgh Steelers,Pittsburgh,Steelers,PIT,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
6850,Harrison Bryant,Harrison,Bryant,CLE,TE,230,Active,harrisonbryant,88,1998-04-23,77,4040774,2,32785,558,Florida Atlantic,14576,24,TRUE,21783,NA,NA,916467,NA,NA,NA
1800,Jordan Matthews,Jordan,Matthews,SF,TE,236,Inactive,jordanmatthews,88,1992-07-16,75,16763,8,27570,552,Vanderbilt,9273,30,TRUE,15974,IR,9420,555648,555648,NA,NA
1071,Mohamed Sanu,Mohamed,Sanu,MIA,WR,210,Active,mohamedsanu,16,1989-08-22,74,14922,10,25793,442,Rutgers,8026,32,TRUE,13878,NA,7433,494313,494313,NA,NA
7038,Darius Anderson,Darius,Anderson,HOU,RB,212,Inactive,dariusanderson,30,1997-09-10,71,4038533,2,33098,9999999,TCU,14565,24,TRUE,21792,IR,NA,913387,NA,NA,NA
8660,Leroy Watson,Leroy,Watson,ATL,TE,270,Active,leroywatson,72,1998-06-10,77,NA,0,NA,9999999,UTSA,16097,24,TRUE,NA,NA,NA,1166371,NA,NA,NA
8864,Ben Beise,Ben,Beise,TB,TE,255,Active,benbeise,89,NA,77,NA,0,NA,9999999,Wisconsin-River Falls,16537,NA,TRUE,NA,NA,NA,1385997,NA,NA,NA
4050,Cyril Grayson,Cyril,Grayson,TB,WR,183,Active,cyrilgrayson,15,1993-12-05,69,4217370,5,30111,563,LSU,12121,28,TRUE,18896,NA,NA,978117,978117,NA,NA
7951,B.J. Emmons,B.J.,Emmons,HOU,RB,220,Active,bjemmons,0,1997-07-03,72,NA,1,NA,9999999,Florida Atlantic,15520,25,TRUE,NA,NA,NA,932719,NA,NA,NA
6984,Tony Jones,Tony,Jones,NO,RB,224,Active,tonyjones,34,1997-11-24,71,4046676,2,33114,606,Notre Dame,14423,24,TRUE,21774,NA,NA,946101,NA,NA,NA
7233,Andre Baccellia,Andre,Baccellia,ARI,WR,175,Active,andrebaccellia,82,1997-01-07,70,3886809,2,32943,9999999,Washington,14942,25,TRUE,22234,Questionable,NA,865838,NA,NA,NA
3269,Chris Moore,Chris,Moore,HOU,WR,200,Active,chrismoore,15,1993-06-16,73,2576581,6,29341,9999999,Cincinnati,10994,29,TRUE,18030,NA,11429,606551,606551,NA,NA
2028,Derek Carr,Derek,Carr,LV,QB,210,Active,derekcarr,4,1991-03-28,75,16757,8,27564,75,Fresno State,9317,31,TRUE,16311,NA,9349,496083,496083,NA,NA
8928,Daylen Baldwin,Daylen,Baldwin,CLE,WR,212,Active,daylenbaldwin,17,NA,74,NA,0,NA,699,Michigan,16169,NA,TRUE,NA,NA,NA,1075002,NA,NA,NA
8241,Anthony Brown,Anthony,Brown,BAL,QB,217,Active,anthonybrown,12,1998-07-27,73,NA,0,NA,686,Oregon,16232,24,TRUE,NA,NA,NA,910766,NA,NA,NA
4828,Rashard Davis,Rashard,Davis,NYJ,WR,180,Active,rasharddavis,6,1995-09-14,69,3049329,5,30940,9999999,James Madison,12367,26,TRUE,19732,NA,NA,750368,750368,NA,NA
8207,Tyler Goodson,Tyler,Goodson,GB,RB,197,Active,tylergoodson,39,2000-11-10,69,NA,0,NA,9999999,Iowa,15990,21,TRUE,NA,NA,NA,1168918,NA,NA,NA
4531,Ricky Seals-Jones,Ricky,Seals-Jones,NYG,TE,243,Active,rickysealsjones,83,1995-03-15,77,3051806,5,30494,309,Texas A&M,11876,27,TRUE,19410,Questionable,12463,744568,744568,NA,NA
5007,Keke Coutee,Keke,Coutee,IND,WR,180,Active,kekecoutee,15,1997-01-14,71,3915823,4,31073,9999999,Texas Tech,12484,25,TRUE,19937,NA,13205,882929,882929,NA,NA
2374,Tyler Lockett,Tyler,Lockett,SEA,WR,182,Active,tylerlockett,16,1992-09-28,70,2577327,7,28457,95,Kansas State,10161,29,TRUE,16830,NA,10408,605242,605242,NA,NA
8111,Cade Otton,Cade,Otton,TB,TE,250,Active,cadeotton,88,1999-04-15,77,NA,0,NA,270,Washington,16032,23,TRUE,NA,NA,NA,1049263,NA,NA,NA
829,Andy Dalton,Andy,Dalton,NO,QB,220,Active,andydalton,14,1987-10-29,74,14012,11,24822,646,TCU,7355,34,TRUE,12841,NA,6493,322858,322858,NA,NA
3257,Jacoby Brissett,Jacoby,Brissett,CLE,QB,235,Active,jacobybrissett,7,1992-12-11,76,2578570,6,29325,364,North Carolina State,10919,29,TRUE,18018,NA,11341,607047,607047,NA,NA
5092,Troy Fumagalli,Troy,Fumagalli,SF,TE,248,Active,troyfumagalli,49,1995-02-17,78,3045264,4,31126,508,Wisconsin,12808,27,TRUE,19973,NA,NA,742474,742474,NA,NA
1067,Marvin Jones,Marvin,Jones,JAX,WR,199,Active,marvinjones,11,1990-03-12,74,15072,10,25876,231,California,8223,32,TRUE,13870,NA,7503,461620,461620,NA,NA
8117,Jalen Tolbert,Jalen,Tolbert,DAL,WR,195,Active,jalentolbert,18,1999-02-27,73,NA,0,NA,156,South Alabama,16010,23,TRUE,NA,NA,NA,1066424,NA,NA,NA
6540,DeAndre Thompkins,DeAndre,Thompkins,GB,WR,188,Inactive,deandrethompkins,6,1995-10-01,71,3116182,3,32409,9999999,Penn State,14023,26,TRUE,21526,Questionable,NA,821298,821298,NA,NA
7944,Mike Strachan,Mike,Strachan,IND,WR,224,Active,mikestrachan,17,1997-08-13,77,NA,1,NA,618,Charleston (WV),15570,25,TRUE,NA,PUP,NA,1191979,NA,NA,NA
7546,Tre Nixon,Tre,Nixon,NE,WR,180,Active,trenixon,82,1998-01-26,72,NA,1,NA,693,UCF,15525,24,TRUE,NA,NA,NA,945641,NA,NA,NA
8136,Rachaad White,Rachaad,White,TB,RB,214,Active,rachaadwhite,29,1999-04-22,72,NA,0,NA,129,Arizona State,15802,23,TRUE,NA,NA,NA,1229343,NA,NA,NA
7946,Jack Stoll,Jack,Stoll,PHI,TE,247,Active,jackstoll,89,1998-01-28,76,NA,1,NA,9999999,Nebraska,15510,24,TRUE,NA,NA,NA,911985,NA,NA,NA
1466,Travis Kelce,Travis,Kelce,KC,TE,256,Active,traviskelce,87,1989-10-05,77,15847,9,26686,11,Cincinnati,8783,32,TRUE,15048,NA,8411,448240,448240,NA,NA
4878,Brandon Zylstra,Brandon,Zylstra,CAR,WR,215,Active,brandonzylstra,16,1993-03-25,74,4294520,4,30959,425,Concordia (MN),12533,29,TRUE,19779,NA,NA,916610,916610,NA,NA
6963,Patrick Taylor,Patrick,Taylor,GB,RB,217,Active,patricktaylor,27,1998-04-29,74,4039358,2,33235,9999999,Memphis,14573,24,TRUE,21823,NA,NA,943635,NA,NA,NA
7601,Rondale Moore,Rondale,Moore,ARI,WR,180,Active,rondalemoore,4,2000-06-09,67,NA,1,NA,138,Purdue,15514,22,TRUE,NA,NA,NA,1130270,NA,NA,NA
8414,Britain Covey,Britain,Covey,PHI,WR,173,Active,britaincovey,41,NA,68,NA,0,NA,492,Utah,16337,NA,TRUE,NA,NA,NA,882718,NA,NA,NA
3664,J.D. McKissic,J.D.,McKissic,WAS,RB,195,Active,jdmckissic,23,1993-08-15,70,2572861,6,29650,148,Arkansas State,11312,28,TRUE,18464,NA,11800,608353,608353,NA,NA
260,Josh Johnson,Josh,Johnson,DEN,QB,201,Active,joshjohnson,11,1986-05-15,74,11394,14,8937,364,San Diego,5653,36,TRUE,6489,NA,4706,273278,273278,NA,NA
8088,Kalif Jackson,Kalif,Jackson,MIA,TE,255,Active,kalifjackson,60,NA,77,NA,1,NA,NA,Grambling State,15788,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
5089,Mike White,Mike,White,NYJ,QB,218,Active,mikewhite,5,1995-03-25,77,3051381,4,31141,612,Western Kentucky,12826,27,TRUE,19972,NA,NA,741785,741785,NA,NA
2309,Amari Cooper,Amari,Cooper,CLE,WR,210,Active,amaricooper,2,1994-06-17,73,2976499,7,28392,55,Alabama,10055,28,TRUE,16765,NA,10310,650914,650914,NA,NA
7670,Joshua Palmer,Joshua,Palmer,LAC,WR,210,Active,joshuapalmer,5,1999-09-22,73,NA,1,NA,189,Tennessee,15447,22,TRUE,NA,NA,NA,1059612,NA,NA,NA
8419,Stanley Berryhill,Stanley,Berryhill,ATL,WR,182,Active,stanleyberryhill,80,NA,69,NA,0,NA,9999999,Arizona,16490,NA,TRUE,NA,NA,NA,1068735,NA,NA,NA
1049,Ryan Tannehill,Ryan,Tannehill,TEN,QB,217,Active,ryantannehill,17,1988-07-27,76,14876,10,25718,183,Texas A&M,8040,34,TRUE,13799,NA,7417,380960,380960,NA,NA
5009,Chris Herndon,Chris,Herndon,NO,TE,253,Active,chrisherndon,89,1996-02-23,76,3123050,4,31077,9999999,Miami (FL),12899,26,TRUE,19947,NA,13228,832080,832080,NA,NA
19,Joe Flacco,Joe,Flacco,NYJ,QB,245,Active,joeflacco,19,1985-01-16,78,11252,14,8795,448,Delaware,5648,37,TRUE,611,NA,4677,216342,216342,NA,NA
8915,Drew Plitt,Drew,Plitt,CIN,QB,206,Active,drewplitt,7,1998-01-09,74,NA,0,NA,9999999,Ball State,16636,24,TRUE,NA,NA,NA,927353,NA,NA,NA
3202,Austin Hooper,Austin,Hooper,TEN,TE,254,Active,austinhooper,81,1994-10-29,76,3043275,6,29315,187,Stanford,10748,27,TRUE,17963,NA,11301,739424,739424,NA,NA
2673,Damiere Byrd,Damiere,Byrd,ATL,WR,175,Active,damierebyrd,14,1993-01-27,69,2577667,7,28730,645,South Carolina,10524,29,TRUE,17141,NA,10795,604908,604908,NA,NA
8676,Rashid Shaheed,Rashid,Shaheed,NO,WR,180,Active,rashidshaheed,89,1998-08-31,72,NA,0,NA,375,Weber State,16560,23,TRUE,NA,NA,NA,923412,NA,NA,NA
8135,Treylon Burks,Treylon,Burks,TEN,WR,225,Active,treylonburks,16,2000-03-23,74,NA,0,NA,73,Arkansas,15896,22,TRUE,NA,NA,NA,1172024,NA,NA,NA
4199,Aaron Jones,Aaron,Jones,GB,RB,208,Active,aaronjones,33,1994-12-02,69,3042519,5,30295,19,UTEP,11763,27,TRUE,19045,NA,12388,741314,741314,NA,NA
6967,Aaron Fuller,Aaron,Fuller,SEA,WR,188,Active,aaronfuller,13,1997-09-30,71,4039000,2,33267,9999999,Washington,14638,24,TRUE,21751,NA,NA,924130,NA,NA,NA
6957,James Proche,James,Proche,BAL,WR,201,Active,jamesproche,3,1996-09-21,71,3916204,2,32871,267,SMU,14415,25,TRUE,21723,Questionable,NA,877913,NA,NA,NA
8121,Romeo Doubs,Romeo,Doubs,GB,WR,200,Active,romeodoubs,87,2000-04-13,74,NA,0,NA,191,Nevada,16027,22,TRUE,NA,NA,NA,1122653,NA,NA,NA
6783,Jerry Jeudy,Jerry,Jeudy,DEN,WR,193,Active,jerryjeudy,10,1999-04-24,73,4241463,2,32685,51,Alabama,14458,23,TRUE,21692,NA,NA,973935,NA,NA,NA
NE,New England Patriots,New England,Patriots,NE,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
8235,Samori Toure,Samori,Toure,GB,WR,191,Active,samoritoure,83,1998-03-24,75,NA,0,NA,634,Nebraska,15917,24,TRUE,NA,NA,NA,920560,NA,NA,NA
5947,Jakobi Meyers,Jakobi,Meyers,NE,WR,200,Active,jakobimeyers,16,1996-11-09,74,3916433,3,32231,143,North Carolina State,13517,25,TRUE,20876,NA,14220,880151,880151,NA,NA
7531,Feleipe Franks,Feleipe,Franks,ATL,QB,234,Active,feleipefranks,15,1997-12-22,78,NA,1,NA,378,Arkansas,15324,24,TRUE,NA,NA,NA,910377,NA,NA,NA
8190,Abram Smith,Abram,Smith,NO,RB,221,Active,abramsmith,33,NA,71,NA,0,NA,294,Baylor,16109,NA,TRUE,NA,NA,NA,977908,NA,NA,NA
5872,Deebo Samuel,Deebo,Samuel,SF,WR,215,Active,deebosamuel,19,1996-01-15,72,3126486,3,31868,22,South Carolina,13429,26,TRUE,20932,NA,14059,835749,835749,NA,NA
4037,Chris Godwin,Chris,Godwin,TB,WR,208,Active,chrisgodwin,14,1996-02-27,73,3116165,5,30197,60,Penn State,11718,26,TRUE,18880,Questionable,12201,835127,835127,NA,NA
